【1書+1日記】3分鐘未來日記：寫下的願望真的都實現了！,"作者：山田弘美,濱田真由美",https://www.books.com.tw/products/0010906172?loc=P_0003_077
撒哈拉獨眼狼 全(首刷限定版),作者：五月女えむ,https://www.books.com.tw/products/0010910601?loc=P_0003_078
沉溺在熱吻之後 全 (特裝版),作者：まさき茉生,https://www.books.com.tw/products/0010911755?loc=P_0003_079
全新制20次多益滿分的怪物講師TOEIC多益單字+文法（附1CD+防水書套）,作者：怪物講師教學團隊（台灣）,https://www.books.com.tw/products/0010785313?loc=P_0003_080
進擊的巨人 人物角色名鑑 FINAL 全,作者：諫山創,https://www.books.com.tw/products/0010912282?loc=P_0003_081
人工擁抱,作者：潘柏霖,https://www.books.com.tw/products/0010859832?loc=P_0003_082
似曾相識：洪仕晟寫真書 Robert’s 1st Photobook,"作者：洪仕晟,深夜名堂",https://www.books.com.tw/products/0010914460?loc=P_0003_083
致富心態：關於財富、貪婪與幸福的20堂理財課,作者：摩根．豪瑟,https://www.books.com.tw/products/0010882259?loc=P_0003_084
堀與宮村(16)完 限定版,"作者：HERO,萩原ダイスケ",https://www.books.com.tw/products/0010916330?loc=P_0003_085
ONE PIECE航海王 101,作者：尾田榮一郎,https://www.books.com.tw/products/0010912803?loc=P_0003_086
逆襲者的求生筆記：你可以不腹黑，但別讓自己活得太委屈,作者：莎莉夫人（Ms. Sally）,https://www.books.com.tw/products/0010912750?loc=P_0003_087
非暴力溝通：愛的語言（全新增訂版）,作者：馬歇爾．盧森堡,https://www.books.com.tw/products/0010831754?loc=P_0003_088
Hot Heart吳心緹．寫真【特裝版】,作者：吳心緹,https://www.books.com.tw/products/0010916058?loc=P_0003_089
我也曾想過，殺了過去的自己。：做自己，是需要付出代價的。(限量親簽版),作者：Peter Su,https://www.books.com.tw/products/0010913113?loc=P_0003_090
呂昇達：職人手作吐司全書-從名店熱銷白吐司到日本人氣頂級吐司，一次學會八大類型開店秒殺職人手作技法,作者：呂昇達,https://www.books.com.tw/products/0010912367?loc=P_0003_091
跟一行禪師過日常【7冊合售】,作者：一行禪師,https://www.books.com.tw/products/0010841319?loc=P_0003_092
素還真 電影設定集,作者：黃強華,https://www.books.com.tw/products/0010908856?loc=P_0003_093
指定出租男友 全(首刷限定版),作者：百瀬あん,https://www.books.com.tw/products/0010910592?loc=P_0003_094
慣性討好：不再無底限迎合，找回關係自主權的18堂課,作者：蘇絢慧,https://www.books.com.tw/products/0010911057?loc=P_0003_095
愛的藝術（史上最暢銷心理學不朽經典世紀新譯本）：心理學大師佛洛姆談愛的真諦，一本學習如何去愛的聖經,作者：埃里希．佛洛姆,https://www.books.com.tw/products/0010903645?loc=P_0003_096
劉博仁不藏私的健腦祕密：活化大腦一點都不難，六堂課養出健康好腦,作者：劉博仁,https://www.books.com.tw/products/0010912139?loc=P_0003_097
遊戲師【博客來獨家燙金書衣版＋限量燙銀書籤】：《裝幀師》作者瑰麗奇想⧒絕美新作,作者：布莉琪．柯林斯,https://www.books.com.tw/products/0010914745?loc=P_0003_098
菈菈的婚禮 第三卷【限】【首刷限定版】,作者：ためこう,https://www.books.com.tw/products/0010914440?loc=P_0003_099
歡迎光臨夢境百貨：您所訂購的夢已銷售一空,作者：李美芮,https://www.books.com.tw/products/0010897792?loc=P_0003_100
